"assoc_ID","pub_count","first_pub_date","pub_date"
159786,1,"2021-06-14","2021-06-14"
189760,1,"2009-05-10","2009-05-10"
82927,1,"2010-11-21","2010-11-21"
73786,1,"2018-10-08","2018-10-08"
195231,1,"2014-01-01","2014-01-01"
73787,1,"2018-10-08","2018-10-08"
21681,2,"2010-04-12","2010-04-12"
101931,1,"2017-01-09","2017-01-09"
290227,1,"2010-06-08","2010-06-08"
105874,1,"2017-01-09","2017-01-09"
111195,1,"2020-04-15","2020-04-15"
280324,1,"2010-09-23","2010-09-23"
190203,1,"2013-04-29","2013-04-29"
203971,1,"2010-04-21","2010-04-21"
81498,1,"2008-11-02","2008-11-02"
92567,1,"2017-08-23","2017-08-23"
234209,1,"2021-02-24","2021-02-24"
234175,1,"2021-02-24","2021-02-24"
83106,1,"2013-03-03","2013-03-03"
79355,1,"2009-07-05","2009-07-05"
2062,1,"2017-10-23","2017-10-23"
118233,1,"2020-06-08","2020-06-08"
204835,1,"2018-11-30","2018-11-30"
125697,1,"2021-01-04","2021-01-04"
203404,2,"2010-10-24","2010-10-24"
294305,1,"2013-08-18","2013-08-18"
96022,1,"2016-07-01","2016-07-01"
21894,1,"2012-11-01","2012-11-01"
251959,2,"2010-11-21","2015-07-20"
247548,1,"2015-07-20","2015-07-20"
227878,1,"2020-12-03","2020-12-03"
99469,1,"2013-12-25","2013-12-25"
216357,1,"2020-07-28","2020-07-28"
205602,1,"2018-02-26","2018-02-26"
172473,1,"2018-10-03","2018-10-03"
78695,1,"2018-06-11","2018-06-11"
123501,1,"2018-09-07","2018-09-07"
74906,1,"2019-09-05","2019-09-05"
121828,1,"2020-06-08","2020-06-08"
279671,1,"2011-04-03","2011-04-03"
62687,1,"2019-10-24","2019-10-24"
74909,1,"2019-09-05","2019-09-05"
123502,1,"2018-09-07","2018-09-07"
76304,1,"2019-09-05","2019-09-05"
123503,1,"2018-09-07","2018-09-07"
10851,3,"2013-04-01","2017-10-23"
162915,1,"2021-07-21","2021-07-21"
162916,1,"2021-07-21","2021-07-21"
155745,1,"2021-05-17","2021-05-17"
215585,1,"2019-02-04","2019-02-04"
73788,1,"2018-10-08","2018-10-08"
205599,2,"2018-02-26","2018-02-26"
221366,1,"2018-04-26","2018-04-26"
111196,1,"2020-04-15","2020-04-15"
210427,1,"2019-03-28","2019-03-28"
250874,1,"2015-07-20","2015-07-20"
20148,1,"2017-10-23","2017-10-23"
171628,1,"2018-10-03","2018-10-03"
205588,1,"2018-02-26","2018-02-26"
78696,5,"2015-05-05","2018-06-11"
178066,1,"2021-04-08","2021-04-08"
73789,1,"2018-10-08","2018-10-08"
121848,1,"2020-06-08","2020-06-08"
144426,1,"2021-02-25","2021-02-25"
2043,1,"2017-10-23","2017-10-23"
113423,1,"2020-05-06","2020-05-06"
279726,1,"2011-07-06","2011-07-06"
37072,1,"2017-09-07","2017-09-07"
277045,1,"2011-12-11","2011-12-11"
113424,1,"2020-05-06","2020-05-06"
73790,1,"2018-10-08","2018-10-08"
79420,1,"2010-03-14","2010-03-14"
9661,1,"2017-02-06","2017-02-06"
80164,1,"2011-08-11","2011-08-11"
37962,1,"2019-09-16","2019-09-16"
99889,1,"2013-12-25","2013-12-25"
193160,1,"2013-04-01","2013-04-01"
20149,1,"2017-10-23","2017-10-23"
53280,1,"2019-10-17","2019-10-17"
42341,1,"2017-09-11","2017-09-11"
252218,1,"2015-07-20","2015-07-20"
304348,1,"2015-07-20","2015-07-20"
82320,1,"2011-02-06","2011-02-06"
53314,1,"2019-10-17","2019-10-17"
215255,1,"2019-03-28","2019-03-28"
215256,1,"2019-03-28","2019-03-28"
215257,1,"2019-03-28","2019-03-28"
6597,1,"2016-05-16","2016-05-16"
52949,1,"2019-10-17","2019-10-17"
215258,2,"2019-03-28","2019-03-28"
77574,1,"2018-07-16","2018-07-16"
115263,1,"2019-07-30","2019-07-30"
215259,3,"2019-03-28","2019-03-28"
83236,1,"2012-09-28","2012-09-28"
111913,1,"2019-01-14","2019-01-14"
63848,1,"2018-12-19","2018-12-19"
107646,1,"2020-04-15","2020-04-15"
215260,1,"2019-03-28","2019-03-28"
82515,1,"2008-03-02","2008-03-02"
280321,1,"2010-09-23","2010-09-23"
111902,1,"2019-01-14","2019-01-14"
52910,1,"2019-10-17","2019-10-17"
82913,1,"2010-11-21","2010-11-21"
252779,1,"2015-07-20","2015-07-20"
252254,1,"2015-07-20","2015-07-20"
21855,1,"2012-11-01","2012-11-01"
278048,1,"2010-02-28","2010-02-28"
235799,1,"2021-09-07","2021-09-07"
78888,2,"2014-09-14","2018-06-11"
99886,1,"2013-12-25","2013-12-25"
203675,1,"2013-06-16","2013-06-16"
127770,1,"2018-06-11","2018-06-11"
79617,2,"2008-08-31","2008-08-31"
5563,2,"2016-03-09","2017-02-06"
227259,1,"2020-12-03","2020-12-03"
78703,1,"2018-06-11","2018-06-11"
78681,1,"2018-06-11","2018-06-11"
27988,1,"2016-03-09","2016-03-09"
101013,1,"2016-12-19","2016-12-19"
192170,1,"2010-12-12","2010-12-12"
111842,1,"2020-04-15","2020-04-15"
80155,1,"2011-08-11","2011-08-11"
168359,1,"2021-04-22","2021-04-22"
118354,1,"2021-02-03","2021-02-03"
52428,1,"2019-05-31","2019-05-31"
38025,1,"2019-06-07","2019-06-07"
17812,1,"2017-05-24","2017-05-24"
123504,1,"2018-09-07","2018-09-07"
62682,1,"2019-10-24","2019-10-24"
123510,1,"2018-09-07","2018-09-07"
17810,1,"2017-05-24","2017-05-24"
125707,1,"2021-01-04","2021-01-04"
10291,3,"2013-04-01","2017-10-23"
64818,1,"2018-10-08","2018-10-08"
189710,1,"2012-12-06","2012-12-06"
145259,1,"2020-03-30","2020-03-30"
210144,1,"2018-07-30","2018-07-30"
163901,1,"2021-05-28","2021-05-28"
130288,1,"2019-03-12","2019-03-12"
130291,1,"2019-03-12","2019-03-12"
38218,1,"2019-08-13","2019-08-13"
179468,1,"2011-04-03","2011-04-03"
159800,1,"2021-06-14","2021-06-14"
42317,2,"2014-07-27","2017-09-11"
227260,1,"2020-12-03","2020-12-03"
306931,1,"2016-03-22","2016-03-22"
6709,1,"2016-05-16","2016-05-16"
115457,1,"2020-01-31","2020-01-31"
159802,1,"2021-06-14","2021-06-14"
111843,1,"2020-04-15","2020-04-15"
135504,1,"2019-01-19","2019-01-19"
149360,1,"2017-06-06","2017-06-06"
206479,2,"2013-08-25","2018-02-26"
13356,2,"2012-11-25","2017-06-09"
144632,1,"2020-03-30","2020-03-30"
251967,1,"2015-07-20","2015-07-20"
210120,1,"2018-07-30","2018-07-30"
168360,1,"2021-04-22","2021-04-22"
208055,1,"2018-10-03","2018-10-03"
205618,1,"2018-02-26","2018-02-26"
8568,1,"2016-05-16","2016-05-16"
64820,1,"2018-10-08","2018-10-08"
219225,1,"2019-02-04","2019-02-04"
117487,1,"2020-06-08","2020-06-08"
112672,1,"2020-05-06","2020-05-06"
127775,2,"2018-06-11","2018-06-11"
219902,2,"2018-04-26","2019-02-04"
7667,1,"2016-05-16","2016-05-16"
64821,1,"2018-10-08","2018-10-08"
35695,2,"2017-11-01","2017-11-01"
252430,1,"2015-07-20","2015-07-20"
168362,1,"2021-04-22","2021-04-22"
64822,1,"2018-10-08","2018-10-08"
279374,1,"2010-04-23","2010-04-23"
111844,1,"2020-04-15","2020-04-15"
227261,1,"2020-12-03","2020-12-03"
21856,1,"2012-11-01","2012-11-01"
251951,1,"2015-07-20","2015-07-20"
21235,1,"2015-10-26","2015-10-26"
280276,1,"2007-06-06","2007-06-06"
278994,2,"2010-10-17","2010-10-17"
202483,1,"2015-04-09","2015-04-09"
38007,1,"2019-06-07","2019-06-07"
216344,1,"2020-07-17","2020-07-17"
112673,3,"2019-02-04","2020-05-06"
98391,1,"2011-08-28","2011-08-28"
64823,1,"2018-10-08","2018-10-08"
392,1,"2012-09-01","2012-09-01"
135749,1,"2018-04-09","2018-04-09"
64824,1,"2018-10-08","2018-10-08"
67014,1,"2018-10-08","2018-10-08"
42342,1,"2017-09-11","2017-09-11"
156228,1,"2021-05-17","2021-05-17"
42344,2,"2014-07-27","2017-09-11"
79495,1,"2011-02-01","2011-02-01"
3083,1,"2016-05-16","2016-05-16"
156226,1,"2021-05-17","2021-05-17"
119742,1,"2019-04-01","2019-04-01"
178036,1,"2021-04-08","2021-04-08"
8581,1,"2016-05-16","2016-05-16"
11873,2,"2013-04-01","2017-10-23"
78893,2,"2018-06-11","2018-06-11"
125708,1,"2021-01-04","2021-01-04"
122742,1,"2021-01-04","2021-01-04"
120664,1,"2020-06-08","2020-06-08"
168363,1,"2021-04-22","2021-04-22"
11872,2,"2013-04-01","2017-10-23"
78704,1,"2018-06-11","2018-06-11"
89626,2,"2018-06-11","2018-06-11"
168364,1,"2021-04-22","2021-04-22"
38664,1,"2019-05-31","2019-05-31"
186542,1,"2010-09-19","2010-09-19"
178037,1,"2021-04-08","2021-04-08"
8567,1,"2016-05-16","2016-05-16"
213668,3,"2018-01-04","2018-07-30"
91052,1,"2018-01-04","2018-01-04"
278020,1,"2010-02-28","2010-02-28"
102058,1,"2017-01-09","2017-01-09"
118342,1,"2021-02-03","2021-02-03"
212305,1,"2018-10-03","2018-10-03"
206490,1,"2018-02-26","2018-02-26"
168365,1,"2021-04-22","2021-04-22"
165083,1,"2020-10-26","2020-10-26"
173650,1,"2021-02-03","2021-02-03"
168366,1,"2021-04-22","2021-04-22"
183866,1,"2010-04-11","2010-04-11"
21857,1,"2012-11-01","2012-11-01"
251986,1,"2015-07-20","2015-07-20"
196837,1,"2013-10-06","2013-10-06"
209756,2,"2015-11-25","2017-07-17"
227262,1,"2020-12-03","2020-12-03"
21236,1,"2015-10-26","2015-10-26"
216364,2,"2013-12-25","2020-07-28"
99466,1,"2013-12-25","2013-12-25"
165082,1,"2020-10-26","2020-10-26"
252534,1,"2016-05-01","2016-05-01"
262876,1,"2013-11-01","2013-11-01"
216952,1,"2020-06-08","2020-06-08"
81409,1,"2009-10-18","2009-10-18"
42201,3,"2009-11-01","2009-11-01"
101399,1,"2017-01-11","2017-01-11"
178683,1,"2020-10-15","2020-10-15"
190917,1,"2011-07-07","2011-07-07"
213430,1,"2017-07-17","2017-07-17"
189711,1,"2012-12-06","2012-12-06"
16027,1,"2017-10-23","2017-10-23"
155866,1,"2021-05-17","2021-05-17"
207105,1,"2018-10-03","2018-10-03"
208053,1,"2018-10-03","2018-10-03"
205596,2,"2018-02-26","2018-02-26"
21784,1,"2012-11-01","2012-11-01"
115274,1,"2019-07-30","2019-07-30"
82980,1,"2010-11-21","2010-11-21"
207112,1,"2018-10-03","2018-10-03"
77584,1,"2018-07-16","2018-07-16"
227263,1,"2020-12-03","2020-12-03"
121341,1,"2021-02-03","2021-02-03"
36186,1,"2017-07-17","2017-07-17"
298734,1,"2012-07-01","2012-07-01"
304350,2,"2012-11-01","2015-07-20"
223813,1,"2019-05-14","2019-05-14"
303731,1,"2015-07-20","2015-07-20"
205611,1,"2018-02-26","2018-02-26"
223818,1,"2019-05-14","2019-05-14"
304695,1,"2011-05-15","2011-05-15"
204817,2,"2013-08-25","2018-02-26"
207696,1,"2018-10-03","2018-10-03"
213669,1,"2018-07-30","2018-07-30"
92502,2,"2017-10-09","2017-10-09"
89606,1,"2018-06-11","2018-06-11"
207119,1,"2018-10-03","2018-10-03"
27968,1,"2016-03-09","2016-03-09"
5564,1,"2017-02-06","2017-02-06"
203672,1,"2013-06-16","2013-06-16"
38005,1,"2019-06-07","2019-06-07"
99870,1,"2013-12-25","2013-12-25"
84278,1,"2011-10-09","2011-10-09"
202484,1,"2015-04-09","2015-04-09"
58117,1,"2019-11-22","2019-11-22"
16219,1,"2015-09-15","2015-09-15"
82656,2,"2011-03-06","2011-03-06"
6626,1,"2016-05-16","2016-05-16"
121369,1,"2021-02-03","2021-02-03"
120025,1,"2021-02-03","2021-02-03"
36191,1,"2017-07-17","2017-07-17"
29460,1,"2016-06-20","2016-06-20"
219592,1,"2019-01-21","2019-01-21"
216974,1,"2020-06-08","2020-06-08"
99910,1,"2013-12-25","2013-12-25"
18629,2,"2013-06-01","2013-06-01"
81747,1,"2009-06-07","2009-06-07"
216945,1,"2020-06-08","2020-06-08"
193908,1,"2011-08-14","2011-08-14"
193889,1,"2010-07-01","2010-07-01"
6707,1,"2016-05-16","2016-05-16"
99441,2,"2010-05-09","2013-12-25"
38022,1,"2019-06-07","2019-06-07"
154042,1,"2012-12-01","2012-12-01"
278049,1,"2010-02-28","2010-02-28"
219903,1,"2019-02-04","2019-02-04"
168352,1,"2021-04-22","2021-04-22"
125702,1,"2021-01-04","2021-01-04"
127417,1,"2020-03-17","2020-03-17"
78889,1,"2018-06-11","2018-06-11"
214447,1,"2020-09-28","2020-09-28"
118229,1,"2020-06-08","2020-06-08"
312641,2,"2016-01-21","2016-01-21"
37960,1,"2019-09-16","2019-09-16"
36187,1,"2017-07-17","2017-07-17"
213670,1,"2018-07-30","2018-07-30"
190695,1,"2012-03-27","2012-03-27"
309882,1,"2015-09-29","2015-09-29"
227264,1,"2020-12-03","2020-12-03"
112674,1,"2020-05-06","2020-05-06"
21237,1,"2015-10-26","2015-10-26"
227265,1,"2020-12-03","2020-12-03"
120666,1,"2020-05-29","2020-05-29"
118356,1,"2021-02-03","2021-02-03"
136665,1,"2017-07-17","2017-07-17"
36145,1,"2017-07-17","2017-07-17"
188159,1,"2009-07-01","2009-07-01"
6716,1,"2016-05-16","2016-05-16"
192230,5,"2010-05-09","2013-04-01"
10285,1,"2017-10-23","2017-10-23"
10284,1,"2017-10-23","2017-10-23"
190747,1,"2013-07-26","2013-07-26"
9720,1,"2017-02-14","2017-02-14"
16044,3,"2013-04-01","2017-10-23"
191220,1,"2012-01-22","2012-01-22"
159803,1,"2021-06-14","2021-06-14"
118382,1,"2021-02-03","2021-02-03"
117489,1,"2020-06-08","2020-06-08"
82353,1,"2011-02-06","2011-02-06"
204838,1,"2018-11-30","2018-11-30"
21858,1,"2012-11-01","2012-11-01"
252220,1,"2015-07-20","2015-07-20"
303747,1,"2015-07-20","2015-07-20"
85939,1,"2017-09-28","2017-09-28"
222395,1,"2019-05-14","2019-05-14"
219899,1,"2019-02-04","2019-02-04"
206489,2,"2018-02-26","2018-02-26"
82256,1,"2010-06-27","2010-06-27"
118383,1,"2021-02-03","2021-02-03"
393,1,"2012-09-01","2012-09-01"
188901,1,"2009-09-06","2009-09-06"
136661,1,"2017-07-17","2017-07-17"
64825,1,"2018-10-08","2018-10-08"
2067,1,"2017-10-23","2017-10-23"
207110,1,"2018-10-03","2018-10-03"
101927,1,"2017-01-09","2017-01-09"
111845,2,"2020-01-20","2020-04-15"
77610,1,"2018-07-16","2018-07-16"
139142,1,"2018-10-03","2018-10-03"
79621,1,"2008-08-31","2008-08-31"
251112,1,"2015-07-20","2015-07-20"
196424,1,"2012-11-01","2012-11-01"
80213,1,"2011-08-11","2011-08-11"
82897,1,"2010-11-21","2010-11-21"
5565,1,"2017-02-06","2017-02-06"
8559,1,"2016-05-16","2016-05-16"
207707,1,"2018-10-03","2018-10-03"
205584,1,"2018-02-26","2018-02-26"
207704,2,"2013-08-25","2018-10-03"
80699,1,"2007-06-07","2007-06-07"
196425,1,"2012-11-01","2012-11-01"
188123,1,"2007-04-15","2007-04-15"
82984,1,"2010-11-21","2010-11-21"
112675,1,"2020-05-06","2020-05-06"
127745,1,"2018-06-11","2018-06-11"
72133,1,"2019-11-15","2019-11-15"
219212,1,"2019-02-04","2019-02-04"
117490,1,"2020-06-08","2020-06-08"
206603,1,"2018-11-30","2018-11-30"
29466,1,"2016-06-20","2016-06-20"
6620,1,"2016-05-16","2016-05-16"
29431,3,"2011-06-12","2016-06-20"
293540,1,"2013-06-23","2013-06-23"
198500,1,"2011-07-10","2011-07-10"
122803,1,"2021-01-04","2021-01-04"
78894,2,"2011-07-08","2018-06-11"
114473,1,"2019-02-25","2019-02-25"
191753,1,"2012-07-23","2012-07-23"
21859,1,"2012-11-01","2012-11-01"
304340,1,"2015-07-20","2015-07-20"
50017,1,"2015-01-01","2015-01-01"
82345,1,"2011-02-06","2011-02-06"
78895,2,"2013-04-01","2018-06-11"
102060,1,"2017-01-09","2017-01-09"
115265,1,"2019-07-30","2019-07-30"
111846,5,"2016-05-16","2020-04-15"
216975,1,"2020-06-08","2020-06-08"
250877,1,"2015-07-20","2015-07-20"
114474,1,"2019-02-25","2019-02-25"
253075,1,"2015-07-20","2015-07-20"
252248,1,"2015-07-20","2015-07-20"
21850,1,"2012-11-01","2012-11-01"
2068,1,"2017-10-23","2017-10-23"
82926,1,"2010-11-21","2010-11-21"
96017,1,"2016-07-01","2016-07-01"
67015,1,"2018-10-08","2018-10-08"
210114,2,"2018-06-11","2018-07-30"
196416,1,"2012-11-01","2012-11-01"
112668,2,"2020-05-06","2020-05-06"
67016,2,"2018-04-09","2018-10-08"
193762,1,"2013-03-15","2013-03-15"
22624,1,"2010-07-25","2010-07-25"
306002,2,"2015-02-02","2015-02-02"
178035,1,"2021-04-08","2021-04-08"
213331,1,"2019-04-02","2019-04-02"
252770,1,"2015-07-20","2015-07-20"
206602,1,"2018-11-30","2018-11-30"
218371,1,"2019-02-04","2019-02-04"
121819,1,"2020-06-08","2020-06-08"
68983,1,"2020-01-07","2020-01-07"
82921,1,"2010-11-21","2010-11-21"
61364,1,"2019-10-24","2019-10-24"
77605,1,"2018-07-16","2018-07-16"
21851,1,"2012-11-01","2012-11-01"
250850,1,"2015-07-20","2015-07-20"
159801,1,"2021-06-14","2021-06-14"
227255,1,"2020-12-03","2020-12-03"
99881,1,"2013-12-25","2013-12-25"
30278,1,"2016-07-11","2016-07-11"
30117,1,"2016-07-11","2016-07-11"
107644,1,"2020-04-15","2020-04-15"
235798,1,"2021-09-07","2021-09-07"
199259,1,"2014-11-19","2014-11-19"
168353,1,"2021-04-22","2021-04-22"
291319,1,"2014-08-02","2014-08-02"
219593,1,"2019-01-21","2019-01-21"
227256,2,"2009-10-18","2020-12-03"
168354,1,"2021-04-22","2021-04-22"
241742,1,"2021-06-07","2021-06-07"
98561,1,"2013-08-25","2013-08-25"
39925,1,"2019-06-07","2019-06-07"
35692,2,"2017-11-01","2017-11-01"
67012,1,"2018-10-08","2018-10-08"
80159,1,"2011-08-11","2011-08-11"
67018,1,"2018-10-08","2018-10-08"
118454,1,"2021-02-03","2021-02-03"
135747,1,"2018-04-09","2018-04-09"
78890,1,"2018-06-11","2018-06-11"
309881,1,"2015-09-29","2015-09-29"
125703,1,"2021-01-04","2021-01-04"
82043,1,"2010-12-12","2010-12-12"
118230,1,"2020-06-08","2020-06-08"
389,1,"2012-09-01","2012-09-01"
67019,1,"2018-10-08","2018-10-08"
82047,1,"2010-12-12","2010-12-12"
82430,1,"2008-03-30","2008-03-30"
21852,1,"2012-11-01","2012-11-01"
82895,2,"2010-11-21","2010-11-21"
229220,1,"2019-01-28","2019-01-28"
204841,2,"2016-04-16","2018-11-30"
36188,1,"2017-07-17","2017-07-17"
100341,1,"2016-04-16","2016-04-16"
213326,1,"2019-04-02","2019-04-02"
7673,1,"2016-05-16","2016-05-16"
112669,1,"2020-05-06","2020-05-06"
13355,1,"2017-06-09","2017-06-09"
13354,2,"2010-12-05","2017-06-09"
27003,1,"2015-03-31","2015-03-31"
226081,1,"2018-12-06","2018-12-06"
82046,1,"2010-12-12","2010-12-12"
303703,1,"2016-01-28","2016-01-28"
218624,1,"2019-07-15","2019-07-15"
127753,2,"2018-06-11","2018-06-11"
306421,1,"2015-12-21","2015-12-21"
79609,1,"2012-12-21","2012-12-21"
39960,1,"2019-06-07","2019-06-07"
303700,1,"2016-01-28","2016-01-28"
204252,1,"2012-09-04","2012-09-04"
212304,1,"2018-10-03","2018-10-03"
222165,1,"2018-04-26","2018-04-26"
219900,1,"2019-02-04","2019-02-04"
207709,1,"2018-10-03","2018-10-03"
92505,2,"2017-10-09","2017-10-09"
247632,1,"2016-12-06","2016-12-06"
205603,2,"2018-02-26","2018-02-26"
219235,1,"2019-02-04","2019-02-04"
67020,1,"2018-10-08","2018-10-08"
67021,1,"2018-10-08","2018-10-08"
139155,1,"2018-10-03","2018-10-03"
390,1,"2012-09-01","2012-09-01"
67022,1,"2018-10-08","2018-10-08"
82254,1,"2010-06-27","2010-06-27"
112670,2,"2020-05-06","2020-05-06"
133155,1,"2018-08-09","2018-08-09"
201097,1,"2010-10-31","2010-10-31"
98136,1,"2015-01-08","2015-01-08"
23330,1,"2015-04-23","2015-04-23"
97734,2,"2010-10-17","2015-01-08"
99859,1,"2013-12-25","2013-12-25"
193927,1,"2011-12-15","2011-12-15"
81745,1,"2009-06-07","2009-06-07"
278036,1,"2010-02-28","2010-02-28"
251559,2,"2012-11-01","2015-07-20"
252245,1,"2015-07-20","2015-07-20"
304328,2,"2011-02-06","2015-07-20"
82933,1,"2010-11-21","2010-11-21"
210140,1,"2018-07-30","2018-07-30"
89462,1,"2018-06-11","2018-06-11"
83337,1,"2012-03-25","2012-03-25"
250876,2,"2012-11-01","2015-07-20"
81127,1,"2010-01-10","2010-01-10"
118231,1,"2020-06-08","2020-06-08"
125704,1,"2021-01-04","2021-01-04"
168356,1,"2021-04-22","2021-04-22"
117493,1,"2020-06-08","2020-06-08"
78891,2,"2008-02-10","2018-06-11"
22987,1,"2015-05-05","2015-05-05"
122802,1,"2021-01-04","2021-01-04"
122740,1,"2021-01-04","2021-01-04"
163015,1,"2021-07-21","2021-07-21"
168357,1,"2021-04-22","2021-04-22"
7888,1,"2017-04-17","2017-04-17"
178984,1,"2021-05-14","2021-05-14"
89493,2,"2017-04-17","2018-06-11"
210116,1,"2018-07-30","2018-07-30"
67023,1,"2018-10-08","2018-10-08"
67013,1,"2018-10-08","2018-10-08"
227257,1,"2020-12-03","2020-12-03"
99431,1,"2013-12-25","2013-12-25"
99430,1,"2013-12-25","2013-12-25"
67025,1,"2018-10-08","2018-10-08"
21854,1,"2012-11-01","2012-11-01"
250851,1,"2015-07-20","2015-07-20"
127744,1,"2018-06-11","2018-06-11"
226872,1,"2021-02-24","2021-02-24"
78702,1,"2018-06-11","2018-06-11"
12511,1,"2017-06-12","2017-06-12"
35693,2,"2017-11-01","2017-11-01"
190949,2,"2007-07-18","2011-07-14"
25062,1,"2015-06-22","2015-06-22"
25075,2,"2015-06-22","2015-06-22"
38169,1,"2019-09-16","2019-09-16"
168358,1,"2021-04-22","2021-04-22"
35694,2,"2017-11-01","2017-11-01"
190953,1,"2011-07-14","2011-07-14"
278038,1,"2010-02-28","2010-02-28"
80167,1,"2011-08-11","2011-08-11"
151426,1,"2020-05-18","2020-05-18"
20237,1,"2017-04-17","2017-04-17"
264167,1,"2017-04-17","2017-04-17"
210142,1,"2018-07-30","2018-07-30"
89791,1,"2018-06-11","2018-06-11"
219594,1,"2019-01-21","2019-01-21"
114472,1,"2019-02-25","2019-02-25"
107645,1,"2020-04-15","2020-04-15"
227258,1,"2020-12-03","2020-12-03"
227254,1,"2020-12-03","2020-12-03"
37992,1,"2019-06-07","2019-06-07"
115268,1,"2019-07-30","2019-07-30"
107643,1,"2020-04-15","2020-04-15"
53131,2,"2019-10-17","2019-10-17"
77582,1,"2018-07-16","2018-07-16"
6613,1,"2016-05-16","2016-05-16"
215254,1,"2019-03-28","2019-03-28"
120024,1,"2021-02-03","2021-02-03"
121374,1,"2021-02-03","2021-02-03"
163016,1,"2021-07-21","2021-07-21"
36189,1,"2017-07-17","2017-07-17"
78892,2,"2011-07-10","2018-06-11"
78701,1,"2018-06-11","2018-06-11"
210118,2,"2018-06-11","2018-07-30"
219901,1,"2019-02-04","2019-02-04"
38014,1,"2019-06-07","2019-06-07"
155740,1,"2021-05-17","2021-05-17"
223836,1,"2019-05-14","2019-05-14"
102062,1,"2017-01-09","2017-01-09"
312906,1,"2016-01-12","2016-01-12"
80209,1,"2011-08-11","2011-08-11"
58129,1,"2019-11-22","2019-11-22"
78706,1,"2018-06-11","2018-06-11"
156179,1,"2021-05-17","2021-05-17"
62288,1,"2019-05-01","2019-05-01"
168370,1,"2021-04-22","2021-04-22"
213677,1,"2018-07-30","2018-07-30"
89818,1,"2018-06-11","2018-06-11"
111852,1,"2020-04-15","2020-04-15"
223821,1,"2019-05-14","2019-05-14"
78671,2,"2013-04-01","2018-06-11"
122747,1,"2021-01-04","2021-01-04"
168371,1,"2021-04-22","2021-04-22"
112679,1,"2020-05-06","2020-05-06"
219907,1,"2019-02-04","2019-02-04"
145264,1,"2020-03-30","2020-03-30"
278040,1,"2010-02-28","2010-02-28"
80130,1,"2011-08-11","2011-08-11"
213400,1,"2017-07-17","2017-07-17"
111853,1,"2020-04-15","2020-04-15"
215266,1,"2019-03-28","2019-03-28"
80133,1,"2011-08-11","2011-08-11"
219226,1,"2019-02-04","2019-02-04"
112680,1,"2020-05-06","2020-05-06"
117497,1,"2020-06-08","2020-06-08"
85646,1,"2015-04-09","2015-04-09"
64840,1,"2018-10-08","2018-10-08"
397,1,"2012-09-01","2012-09-01"
112681,1,"2020-05-06","2020-05-06"
64826,1,"2018-10-08","2018-10-08"
112676,2,"2019-02-04","2020-05-06"
394,2,"2012-09-01","2012-09-01"
121347,1,"2021-02-03","2021-02-03"
136666,1,"2017-07-17","2017-07-17"
64827,1,"2018-10-08","2018-10-08"
112682,2,"2020-05-06","2020-05-06"
64841,1,"2018-10-08","2018-10-08"
111847,1,"2020-04-15","2020-04-15"
111854,1,"2020-04-15","2020-04-15"
78672,2,"2009-09-20","2018-06-11"
125712,1,"2021-01-04","2021-01-04"
213671,2,"2018-06-11","2018-07-30"
67129,1,"2018-10-08","2018-10-08"
35697,2,"2017-11-01","2017-11-01"
121767,1,"2020-12-02","2020-12-02"
226082,1,"2018-12-06","2018-12-06"
59713,1,"2019-12-11","2019-12-11"
213678,1,"2018-07-30","2018-07-30"
121373,1,"2021-02-03","2021-02-03"
120026,1,"2021-02-03","2021-02-03"
207121,1,"2018-10-03","2018-10-03"
207122,1,"2018-10-03","2018-10-03"
205609,1,"2018-02-26","2018-02-26"
99416,1,"2013-12-25","2013-12-25"
121349,1,"2021-02-03","2021-02-03"
36143,1,"2017-07-17","2017-07-17"
82655,1,"2011-03-06","2011-03-06"
180103,1,"2009-02-08","2009-02-08"
121859,1,"2020-06-08","2020-06-08"
8571,1,"2016-05-16","2016-05-16"
198501,1,"2011-07-10","2011-07-10"
111855,1,"2020-04-15","2020-04-15"
215267,1,"2019-03-28","2019-03-28"
168367,1,"2021-04-22","2021-04-22"
204840,1,"2018-11-30","2018-11-30"
118384,1,"2021-02-03","2021-02-03"
136667,1,"2017-07-17","2017-07-17"
127760,1,"2018-06-11","2018-06-11"
67131,1,"2018-10-08","2018-10-08"
58118,1,"2019-11-22","2019-11-22"
78707,1,"2018-06-11","2018-06-11"
67132,1,"2018-10-08","2018-10-08"
112683,1,"2020-05-06","2020-05-06"
67133,1,"2018-10-08","2018-10-08"
136662,2,"2017-07-17","2017-07-17"
118385,1,"2021-02-03","2021-02-03"
29445,1,"2016-06-20","2016-06-20"
149361,1,"2017-06-06","2017-06-06"
168322,1,"2021-04-22","2021-04-22"
219908,1,"2019-02-04","2019-02-04"
222166,1,"2018-04-26","2018-04-26"
278051,2,"2008-03-02","2010-02-28"
262877,1,"2013-11-01","2013-11-01"
21239,1,"2015-10-26","2015-10-26"
146485,1,"2016-08-22","2016-08-22"
168323,1,"2021-04-22","2021-04-22"
217967,1,"2020-10-14","2020-10-14"
151419,1,"2020-05-18","2020-05-18"
67135,1,"2018-10-08","2018-10-08"
217968,1,"2020-10-14","2020-10-14"
186215,1,"2013-01-24","2013-01-24"
82493,1,"2010-05-30","2010-05-30"
78665,1,"2018-06-11","2018-06-11"
233403,1,"2021-02-24","2021-02-24"
